title,system-identifier,publication-date,doi,is-conference,journal-title,journal-id-pbn,journal-id-issn,journal-id-eissn,journal-ministerial-list,journal-points,author-given-names,author-family-name,author-id-system,author-id-pbn,author-id-orcid,author-affiliated-to-unit,author-employed-in-unit
ASYMPTOTIC BEHAVIOR OF SOLUTIONS OF SECOND ORDER DIFFERENCE EQUATIONS WITH DEVIATING ARGUMENT,WOS:000458493700026,2018,10.18514/MMN.2018.2735,,MISKOLC MATHEMATICAL NOTES,,,,,,Magdalena,Nockowska-Rosiak,,,,,
Asymptotic behaviour of factorization and projection constants,64afc330-6eec-4070-bc10-ed075751aa23,2017,10.1007/s12220-016-9683-1,,The Journal of Geometric Analysis,,,33090,A,35,Mieczysław,Mastyło,,971105,,TRUE,TRUE
Asymptotic properties of solutions to difference equations of Sturm–Liouville type,1a823777-a02b-471c-b051-ebbad05125a0,2019,10.1016/j.amc.2018.08.001,,APPLIED MATHEMATICS AND COMPUTATION,25262,,,,,Janusz,Migda,,1480288,,TRUE,TRUE
Asymptotic Properties of Solutions to Second-Order Difference Equations of Volterra Type,PBN-R:870196,2018,10.1155/2018/2368694,,DISCRETE DYNAMICS IN NATURE AND SOCIETY,32752,,,A,25,Janusz,Migda,,1480288,,TRUE,TRUE
Asymptotically isometric and isometric copies of ℓ1 in some Banach function lattices,f0cceb2b-ad26-460d-ae5b-cf00404c8d50,2013,10.14708/cm.v53i2.798,,Commentationes Mathematicae,28616,,,B,9,Mieczysław,Mastyło,027096,971105,,FALSE,TRUE
Asymptotically periodic solutions of second order difference equations,077dd357-55d6-464d-971e-83bf467bb405,2019,10.1016/j.amc.2019.01.010,,APPLIED MATHEMATICS AND COMPUTATION,25262,,,,,Janusz,Migda,,1480288,,TRUE,TRUE
Asymptotically polynomial solutions of difference equations,d273eb3b-447d-45a6-bca2-de57e38f3f23,2013,10.1186/1687-1847-2013-92,,Advances in Difference Equations,39571,,,A,30,Janusz,Migda,027102,1480288,,TRUE,TRUE
Asymptotically polynomial solutions to difference equations of neutral type,3d639a7e-88f4-421b-bfd9-2f7b6045be3b,2016,10.1016/j.amc.2016.01.001,,APPLIED MATHEMATICS AND COMPUTATION,25262,,,A,40,Janusz,Migda,,1480288,,TRUE,TRUE
Automatic continuity and amenability in the non-commutative Schwartz space,a62087d7-eba0-4ca1-bb30-225cdd524660,2015,10.1016/j.jmaa.2015.06.067,,Journal of Mathematical Analysis and Applications,,22916,,A,40,Krzysztof,Piszczek,130031,1480347,,TRUE,TRUE
"Automatic continuity and amenability in the non-commutative Schwartz space (vol 432, pg 954, 2015)",WOS:000365928200063,2016,10.1016/j.jmaa.2015.10.049,,,,,,,,Krzysztof,Piszczek,,1480347,,TRUE,TRUE
Automatic Diachronic Normalization of Polish Texts,7b5363b6-c6ce-4369-a432-e2acd9d1a2a2,2017,10.14746/il.2017.37.2.,,Investigationes Linguisticae,43012,,,B,9,Filip,Graliński,,1480349,,TRUE,TRUE
Automatic Diachronic Normalization of Polish Texts,7b5363b6-c6ce-4369-a432-e2acd9d1a2a2,2017,10.14746/il.2017.37.2.,,Investigationes Linguisticae,43012,,,B,9,Tomasz Marek,Obrębski,,3934772,,TRUE,TRUE
Automatic Diachronic Normalization of Polish Texts,7b5363b6-c6ce-4369-a432-e2acd9d1a2a2,2017,10.14746/il.2017.37.2.,,Investigationes Linguisticae,43012,,,B,9,Krzysztof,Jassem,,922753,,TRUE,TRUE
Avoider-Forcer Games on Hypergraphs with Small Rank,26db04b5-a4d8-4d66-b1b2-f20f4f32b94a,2014,,,ELECTRONIC JOURNAL OF COMBINATORICS,,33699,,A,25,Małgorzata,Bednarska,090573,1480330,,TRUE,TRUE
Banach-Saks Type and Gurariǐ Modulus of Convexity of Some Banach Sequence Spaces,84c0ef98-8c32-4ec1-aa1e-9554825eb447,2014,10.1155/2014/427382,,Abstract and Applied Analysis,,33817,33817,A,40,Henryk Teodor,Hudzik,,902327,,TRUE,TRUE
Barrelled spaces with(out) separable quotients,d22996b1-dc14-4431-a000-dec48b3395db,2014,10.1017/S0004972714000422,,BULLETIN OF THE AUSTRALIAN MATHEMATICAL SOCIETY,,21622,21622,A,20,Jerzy,Kąkol,027072,1480285,,TRUE,TRUE
Basic properties of multiplication and composition operators between distinct Orlicz spaces,eba6c89e-5b67-4130-9b6a-0f88b55ed5e0,2016,10.1007/s13163-016-0214-1,,Revista Matematica Complutense,,34514,34514,A,25,Tadeusz,Chawziuk,,4021399,,TRUE,FALSE
Basic properties of multiplication and composition operators between distinct Orlicz spaces,eba6c89e-5b67-4130-9b6a-0f88b55ed5e0,2016,10.1007/s13163-016-0214-1,,Revista Matematica Complutense,,34514,34514,A,25,Henryk Teodor,Hudzik,,902327,,FALSE,TRUE
Benedykt Bornstein,WOS:000351659600005,2014,10.1007/978-3-0348-0831-6_4,,PHILOSOPHY OF MATHEMATICS AND LOGIC IN THE 1920S AND 1930S IN POLAND,,,,,,Roman,Murawski,,1480282,,TRUE,TRUE
Benedykt Bornstein's philosophy of logic and mathematics,5de67406-ca1f-4b61-89ef-27f4cbd76673,2014,10.1007/s10516-014-9237-8,,Axiomathes,,34324,34324,C,20,Roman,Murawski,021531,1480282,,TRUE,TRUE
Between theology and mathematics. Nicholas of Cusa's philosophy of mathematics,44e40d00-9ca5-4f7e-9bfd-89c2483fd388,2016,10.1515/slgr-2016-0006,,"Studies in Logic, Grammar and Rhetoric",29900,,,C,15,Roman,Murawski,,1480282,,TRUE,TRUE
Bezpieczeństwo wyborów elektronicznych,3fddcbee-35fe-4abc-b873-312dc2aeea9b,2014,,,Zeszyty Naukowe Uniwersytetu Szczecińskiego Ekonomiczne Problemy Usług,,42371,42371,B,8,Marcin Stefan,Gogolewski,,925489,,TRUE,TRUE
Bezpieczeństwo wyborów elektronicznych,3fddcbee-35fe-4abc-b873-312dc2aeea9b,2014,,,Zeszyty Naukowe Uniwersytetu Szczecińskiego Ekonomiczne Problemy Usług,,42371,42371,B,8,Michał Krzysztof,Ren,,1480354,,TRUE,TRUE
Big monodromy theorem for abelian varieties over finitely generated fields,df50fae6-bf41-4847-9aa2-9e9fb651d5c9,2013,10.1016/j.jpaa.2012.06.010,,JOURNAL OF PURE AND APPLIED ALGEBRA,22995,,,A,25,Wojciech Jerzy,Gajda,,1480333,,TRUE,TRUE
Bilinear interpolation theorems and applications,7195ff62-8ec3-4b33-b989-7cc2ccfc397a,2013,10.1016/j.jfa.2013.05.001,,JOURNAL OF FUNCTIONAL ANALYSIS,22861,,,A,40,Mieczysław,Mastyło,,971105,,TRUE,TRUE
Bipolar View on Medical Diagnosis in OvaExpert System,PX-58c06e81d5de66a3f9c321d7,2016,10.1007/978-3-319-26154-6,TRUE,"Flexible Query Answering Systems 2015 Proceedings of the 11th International Conference FQAS 2015, Cracow, Poland, October 26-28, 2015",,49077,,,,Krzysztof,Dyczkowski,,1480318,,TRUE,TRUE
Bipolar View on Medical Diagnosis in OvaExpert System,PX-58c06e81d5de66a3f9c321d7,2016,10.1007/978-3-319-26154-6,TRUE,"Flexible Query Answering Systems 2015 Proceedings of the 11th International Conference FQAS 2015, Cracow, Poland, October 26-28, 2015",,49077,,,,Anna,Stachowiak,,1480351,,TRUE,TRUE
Bipolar View on Medical Diagnosis in OvaExpert System,PX-58c06e81d5de66a3f9c321d7,2016,10.1007/978-3-319-26154-6,TRUE,"Flexible Query Answering Systems 2015 Proceedings of the 11th International Conference FQAS 2015, Cracow, Poland, October 26-28, 2015",,49077,,,,Maciej,Wygralak,,1480291,,TRUE,TRUE
Bipolar View on Medical Diagnosis in OvaExpert System,PX-58c06e81d5de66a3f9c321d7,2016,10.1007/978-3-319-26154-6,TRUE,"Flexible Query Answering Systems 2015 Proceedings of the 11th International Conference FQAS 2015, Cracow, Poland, October 26-28, 2015",,49077,,,,Patryk,Żywica,,3992437,,TRUE,TRUE
Bohnenblust–Hille inequalities for Lorentz spaces via interpolation,ca50cba0-1108-461f-b22c-72e44ef27c93,2016,10.2140/apde.2016.9.1235,,Analysis & PDE,41721,,,A,40,Mieczysław,Mastyło,,971105,,TRUE,TRUE
Bohr's phenomenon for functions on the Boolean cube,cad2b971-4d38-4d47-b754-f9add5384c52,2018,10.1016/j.jfa.2018.05.009,,JOURNAL OF FUNCTIONAL ANALYSIS,22861,,,A,40,Mieczysław,Mastyło,,971105,,TRUE,TRUE
Bootstrap methods for multivariate hypothesis testing,d0d6fa24-9eb8-45ec-bec0-315fa93a8bdf,2017,10.1080/03610918.2016.1248573,,COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION,28436,,,A,15,Łukasz,Smaga,,3993619,,TRUE,TRUE
Boundary behavior of invariant functions on planar domains,749fdc41-ff83-4523-b89c-36e912cf90c7,2016,10.1080/17476933.2015.1136823,,Complex Variables and Elliptic Equations,,40211,40211,A,25,Maria Helena,Trybuła,,3994801,,TRUE,TRUE
Bounded solutions of nonlinear discrete Volterra equations,6de3f656-0201-4469-a331-278a5fa076d9,2016,10.1515/ms-2016-0212,,Mathematica Slovaca,,25585,25585,A,20,Janusz,Migda,,1480288,,TRUE,TRUE
Bourgin–Yang versions of the Borsuk–Ulam theorem for p-toral groups,dd85f253-5983-4495-a110-2174063831e6,2017,10.1007/s11784-016-0315-y,,Journal of Fixed Point Theory and Applications,39245,,,A,25,Wacław Bolesław,Marzantowicz,,1480294,,TRUE,TRUE
Building Intelligent Tutoring Systems Immersed in Repositories of E-learning Content,ed63a669-f64f-470d-a657-a25d8848ca44,2014,10.1016/j.procs.2014.08.135,,Procedia Computer Science,,41200,,,,Jacek,Marciniak,074900,3934773,,TRUE,TRUE
Calderón–Mityagin couples of Banach spaces related to decreasing functions,7ffdf608-32ea-4338-852e-ffa53fcb966b,2017,10.1016/j.jfa.2017.01.016,,JOURNAL OF FUNCTIONAL ANALYSIS,22861,,,A,40,Mieczysław,Mastyło,,971105,,TRUE,TRUE
Canonical correlation analysis for functional data,a0668604-0b8a-4e70-a378-95c833591a38,2013,10.2478/bile-2013-0020,,Biometrical Letters,41334,,,B,12,Mirosław,Krzyśko,027331,915410,,TRUE,TRUE
Canonical correlation analysis for functional data,a0668604-0b8a-4e70-a378-95c833591a38,2013,10.2478/bile-2013-0020,,Biometrical Letters,41334,,,B,12,Łukasz,Waszak,,,,TRUE,FALSE
Canonical correlation analysis in the case of multivariate repeated measures data,a6ab4528-9ee3-4fe4-af0f-6e670d2a114d,2018,10.21307/stattrans-2018-005,,STATISTICS IN TRANSITION,35068,,,B,15,Waldemar,Wołyński,,923993,,TRUE,TRUE
Canonical correlation analysis in the case of multivariate repeated measures data,a6ab4528-9ee3-4fe4-af0f-6e670d2a114d,2018,10.21307/stattrans-2018-005,,STATISTICS IN TRANSITION,35068,,,B,15,Mirosław,Krzyśko,,915410,,TRUE,
Carathéodory solutions of Sturm-Liouville dynamic equation with a measure of noncompactness in Banach spaces,400b3c58-16e1-4985-b62b-04683e267244,2015,10.1515/math-2015-0002,,Central European Journal of Mathematics,,41283,41283,A,20,Ireneusz,Kubiaczyk,017354,924055,,TRUE,TRUE
Carathéodory solutions of Sturm-Liouville dynamic equation with a measure of noncompactness in Banach spaces,400b3c58-16e1-4985-b62b-04683e267244,2015,10.1515/math-2015-0002,,Central European Journal of Mathematics,,41283,41283,A,20,Aneta,Sikorska-Nowak,090597,1480329,,TRUE,TRUE
Carleson measures and embeddings of abstract Hardy spaces into function lattices,c8c03f03-ca41-4d20-9118-64dbbb05e61a,2015,10.1016/j.jfa.2014.11.004,,JOURNAL OF FUNCTIONAL ANALYSIS,22861,,,A,40,Mieczysław,Mastyło,,971105,,TRUE,TRUE
CAT Tools Usability Test with Eye-Tracking and Key-Logging: Where Translation Studies Meets Natural Language Processing,98eb940f-1735-4a4e-8508-9a37337e6461,2018,10.12797/MOaP.24.2018.41.03,,Między Oryginałem a Przekładem,43312,,,B,14,Rafał Tomasz,Jaworski,,3957889,,TRUE,TRUE
Certifying numerical estimates of spectral gaps,3d245140-afd8-46f9-b910-7f6c5576496e,2018,10.1515/gcc-2018-0004,,"Groups, Complexity, Cryptology",,,,,,Marek Stanisław,Kaluba,,3980552,,TRUE,TRUE
Change point detection in heteroscedastic time series,bcf13a92-0de7-4cde-8892-f4b4b44a5bc8,2018,10.1016/j.ecosta.2017.07.005,,ECONOMETRICS AND STATISTICS,,,,,,Tomasz Dariusz,Górecki,,924005,,TRUE,TRUE
Characteristic of monotonicity of Orlicz function spaces equipped with the Orlicz norm,7ccc4ee5-86f6-432a-8c33-991a5c96808f,2013,,,Commentationes Mathematicae,28616,,,B,9,Paweł,Foralewski,097871,1480311,,TRUE,TRUE
Characteristic of monotonicity of Orlicz function spaces equipped with the Orlicz norm,7ccc4ee5-86f6-432a-8c33-991a5c96808f,2013,,,Commentationes Mathematicae,28616,,,B,9,Henryk Teodor,Hudzik,,902327,,TRUE,TRUE
Characteristic of monotonicity of Orlicz function spaces equipped with the Orlicz norm,7ccc4ee5-86f6-432a-8c33-991a5c96808f,2013,,,Commentationes Mathematicae,28616,,,B,9,Radosław,Kaczmarek,130055,1480356,,TRUE,TRUE
Characterization of commutative algebras embedded into the algebra of smooth operators,fe951684-1fc2-48b6-8de4-bbd0a0217194,2017,10.1112/blms.12010,,BULLETIN OF THE LONDON MATHEMATICAL SOCIETY,23170,,,A,30,Tomasz Jan,Ciaś,,3994330,,TRUE,TRUE
Characterization of composition operators with closed range for one-dimensional smooth symbols,PX-57bd4347c2dc808ff4b53fc6,2014,10.1016/j.jfa.2014.02.032,,JOURNAL OF FUNCTIONAL ANALYSIS,22861,,,A,40,Adam,Przestacki,,3995615,,TRUE,TRUE
Characterization of differences of sublinear functions,b742ed98-bf52-49b2-a1f7-d7f7f4887e40,2018,,,Pure and Applied Functional Analysis,56476,,,,,Jerzy Aleksander,Grzybowski,,1480339,,TRUE,TRUE
Characterization of differences of sublinear functions,b742ed98-bf52-49b2-a1f7-d7f7f4887e40,2018,,,Pure and Applied Functional Analysis,56476,,,,,Ryszard,Urbański,,923977,,TRUE,TRUE
Characterizing P-spaces X in terms of Cp(X),4573e115-e2cc-46c6-a66f-36d2eb778509,2015,,,JOURNAL OF CONVEX ANALYSIS,31165,,,A,30,Jerzy,Kąkol,,1480285,,TRUE,TRUE
Charakterystyka przenikania kryzysu na rynek międzybankowy w Polsce na podstawie analizy 3-miesięcznych spreadów WIBOR-OIS oraz LIBOR-OIS dla dolara amerykańskiego i euro,801e14ca-70a7-43c9-9124-183915938e92,2014,,,PRZEGLĄD STATYSTYCZNY,23730,,,B,14,Piotr Ryszard,Płuciennik,,3934775,,TRUE,TRUE
Classification of Commercial Apple Juices Based on Multivariate Analysis of Their Chemical Profiles,0030e9c5-d28f-4360-afb7-b17ddbab026f,2016,10.1080/10942912.2016.1219367,,INTERNATIONAL JOURNAL OF FOOD PROPERTIES,33981,,,A,25,Tomasz Dariusz,Górecki,,924005,,TRUE,TRUE
Classification of time series using combination of DTW and LCSS dissimilarity measures,5f384af0-609e-44f6-9b19-510e4d9cf3c3,2018,10.1080/03610918.2017.1280829,,COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION,28436,,,A,15,Tomasz Dariusz,Górecki,,924005,,TRUE,TRUE
Classification problems based on regression models for multi-dimensional functional data,30a89cb1-0ba7-4cc7-b5e8-312ac2b949cb,2015,,,STATISTICS IN TRANSITION,,35068,35068,B,15,Tomasz Dariusz,Górecki,,924005,,TRUE,TRUE
Classification problems based on regression models for multi-dimensional functional data,30a89cb1-0ba7-4cc7-b5e8-312ac2b949cb,2015,,,STATISTICS IN TRANSITION,,35068,35068,B,15,Mirosław,Krzyśko,027331,915410,,TRUE,TRUE
Classification problems based on regression models for multi-dimensional functional data,30a89cb1-0ba7-4cc7-b5e8-312ac2b949cb,2015,,,STATISTICS IN TRANSITION,,35068,35068,B,15,Waldemar,Wołyński,027270,923993,,TRUE,TRUE
Closedness of the set of extreme points in Calderon-Lozanovskii,a3174df9-6d09-4c02-bf85-dbc407c11d55,2014,,,JOURNAL OF CONVEX ANALYSIS,31165,,,A,30,Marek,Wisła,017934,1480331,,TRUE,TRUE
Closedness of the set of extreme points of the unit ball in Orlicz spaces equipped with the p-Amemiya norm,e4421ac7-40ab-4c20-8b7d-c090e034e4f1,2018,10.1016/j.jmaa.2018.01.005,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Marek,Wisła,,1480331,,TRUE,TRUE
Coburn-Simenenko theorem and invertibility of Toeplitz operators on the space of real analytic functions,ac124059-efd9-4431-b96b-0f4b3d9efbdc,2018,10.7900/jot.2017mar27.2144,,JOURNAL OF OPERATOR THEORY,28736,,,A,25,Michał,Jasiczak,,3934878,,TRUE,TRUE
Collapse of random triangular groups: a closer look,9f6f50c6-4bab-40aa-8770-f575f1a5019c,2014,10.1112/blms/bdu034,,BULLETIN OF THE LONDON MATHEMATICAL SOCIETY,,23170,23170,A,30,Sylwia,Antoniuk,200620,3956490,,TRUE,TRUE
Collapse of random triangular groups: a closer look,9f6f50c6-4bab-40aa-8770-f575f1a5019c,2014,10.1112/blms/bdu034,,BULLETIN OF THE LONDON MATHEMATICAL SOCIETY,,23170,23170,A,30,Tomasz,Łuczak,027393,1480343,,TRUE,TRUE
Collapsibility and Vanishing of Top Homology in Random Simplicial Complexes,5a5f68ab-d979-4aea-98bd-8897c537a359,2013,10.1007/s00454-012-9483-8,,DISCRETE & COMPUTATIONAL GEOMETRY,,26387,26387,A,30,Tomasz,Łuczak,027393,1480343,,TRUE,TRUE
Commensurability in mordell-weil groups of abelian varieties and tori,924ed44d-3979-497e-a3e4-77b4d408e1ca,2018,10.7169/facm/1656,,"Functiones et Approximatio, Commentarii Mathematici",42519,,,B,14,Grzegorz Marian,Banaszak,,1480338,,TRUE,TRUE
Commensurability in mordell-weil groups of abelian varieties and tori,924ed44d-3979-497e-a3e4-77b4d408e1ca,2018,10.7169/facm/1656,,"Functiones et Approximatio, Commentarii Mathematici",42519,,,B,14,Dorota,Blinkiewicz,,4021396,,TRUE,TRUE
Communication scheduling in data gathering networks with limited memory,8135cd47-69a2-40c8-8c5f-d58250bb03e8,2014,10.1016/j.amc.2014.03.024,,APPLIED MATHEMATICS AND COMPUTATION,25262,,,A,40,Joanna Helena,Berlińska,,1480369,,TRUE,TRUE
Commutative subalgebras of the algebra of smooth operators,e3e5f236-c358-4338-9763-316dc3b24565,2016,10.1007/s00605-016-0903-3,,MONATSHEFTE FUR MATHEMATIK,,23327,23327,A,25,Tomasz Jan,Ciaś,,3994330,,TRUE,TRUE
Compact covers and function spaces,d4050fac-942b-4d8d-b99b-24032e064a1d,2014,10.1016/j.jmaa.2013.09.046,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Jerzy,Kąkol,027072,1480285,,TRUE,TRUE
Compact Embeddings of weighted smootheness spaces of Morrey type: An example,c9ca9111-087e-4564-8235-6a5da04bdac0,2017,10.1090/conm/693/13933,,Contemporary Mathematics,45682,,,,,Leszek,Skrzypczak,,1480337,,TRUE,TRUE
Compactness of embeddings of function spaces on quasi-bounded domains and the distribution of eigenvalues of related elliptic oparators,de4e04fd-bb23-4425-88f9-e2afe287c428,2013,10.1017/S0013091513000333,,PROCEEDINGS OF THE EDINBURGH MATHEMATICAL SOCIETY,,22135,22135,A,25,Leszek,Skrzypczak,027225,1480337,,TRUE,TRUE
Compactness of embeddings of function spaces on quasi-bounded domains and the distribution of eigenvalues of related elliptic operators.Part II,6403124a-328e-4e17-8541-77f2c0a58a6c,2015,10.1016/j.jmaa.2015.03.072,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Leszek,Skrzypczak,,1480337,,TRUE,TRUE
Comparing load-balancing algorithms for MapReduce under Zipfian data skews,0e62399a-3a61-481a-89bb-67546dcd0f7c,2018,10.1016/j.parco.2017.12.003,,PARALLEL COMPUTING,26171,,,A,35,Joanna Helena,Berlińska,,1480369,,TRUE,TRUE
Comparison of kernel discriminant coordinates algorithms,9a77b6d1-1302-4d59-8167-08381a5df471,2014,10.1080/03610918.2013.827713,,COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION,28436,,,A,15,Mirosław,Krzyśko,027331,915410,,TRUE,TRUE
Comparison of kernel discriminant coordinates algorithms,9a77b6d1-1302-4d59-8167-08381a5df471,2014,10.1080/03610918.2013.827713,,COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION,28436,,,A,15,Waldemar,Wołyński,027270,923993,,TRUE,TRUE
Comparison of kernel discriminant coordinates algorithms,9a77b6d1-1302-4d59-8167-08381a5df471,2014,10.1080/03610918.2013.827713,,COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION,28436,,,A,15,Łukasz,Waszak,,,,TRUE,FALSE
Comparison of the goodness-of-fit tests for truncated distributions,7567e611-5490-4214-97ea-7caa0cf1bd8a,2018,,,PRZEGLĄD STATYSTYCZNY,23730,,,B,14,Łukasz,Smaga,,3993619,,TRUE,TRUE
Completeness in Minkowski–Rådström–Hörmander spaces,bc31d232-6593-4497-a820-81b870367eeb,2015,10.1080/02331934.2013.793330,,OPTIMIZATION,26892,,,A,25,Jerzy Aleksander,Grzybowski,,1480339,,TRUE,TRUE
Completeness in Minkowski–Rådström–Hörmander spaces,bc31d232-6593-4497-a820-81b870367eeb,2015,10.1080/02331934.2013.793330,,OPTIMIZATION,26892,,,A,25,Hubert,Przybycień,106647,1480322,,TRUE,TRUE
Complex interpolation of weighted Besov and Lizorkin-Triebel spaces,df1c9b61-ee5c-4a22-a0db-01dc7c654b74,2014,10.1007/s10114-014-2762-y,,ACTA MATHEMATICA SINICA-ENGLISH SERIES,,36771,36771,A,25,Leszek,Skrzypczak,027225,1480337,,TRUE,TRUE
Complex symmetric operators and interpolation,3d63bf8e-ce71-4fec-b210-e467805fa626,2018,10.1016/j.jmaa.2018.02.001,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Paweł,Mleczko,,1480358,,TRUE,TRUE
Complex symmetric operators and interpolation,3d63bf8e-ce71-4fec-b210-e467805fa626,2018,10.1016/j.jmaa.2018.02.001,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Radosław,Szwedek,,1480353,,TRUE,TRUE
Composition and multiplication operators between Orlicz function spaces,c23b6da5-eb15-49ce-acfa-137778461c7c,2016,10.1186/s13660-016-0972-9,,JOURNAL OF INEQUALITIES AND APPLICATIONS,32743,,,A,30,Henryk Teodor,Hudzik,,902327,,TRUE,TRUE
Composition and multiplication operators between Orlicz function spaces,c23b6da5-eb15-49ce-acfa-137778461c7c,2016,10.1186/s13660-016-0972-9,,JOURNAL OF INEQUALITIES AND APPLICATIONS,32743,,,A,30,Radosław,Kaczmarek,130055,1480356,,TRUE,TRUE
Composition and multiplication operators between Orlicz function spaces,c23b6da5-eb15-49ce-acfa-137778461c7c,2016,10.1186/s13660-016-0972-9,,JOURNAL OF INEQUALITIES AND APPLICATIONS,32743,,,A,30,Tadeusz,Chawziuk,,4021399,,TRUE,FALSE
Composition operators on Hardy–Orlicz spaces on planar domains,40b71982-3b23-4769-9da0-45e8a460f4a1,2017,10.5186/aasfm.2017.4240,,ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA,35081,,,A,30,Michał,Rzeczkowski,,3998725,,TRUE,TRUE
Composition operators with closed range for one-dimensional smooth symbols,PX-57bd45cdc2dc808ff4b53fdd,2013,10.1016/j.jmaa.2012.10.009,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Adam,Przestacki,,3995615,,TRUE,
Constructions of independent sets in random intersection graphs,7dbe41df-4ee8-428e-947d-d8b979e2c757,2014,10.1016/j.tcs.2014.01.006,,THEORETICAL COMPUTER SCIENCE,27820,,,A,20,Katarzyna Natalia,Rybarczyk-Krzywdzińska,,1480355,,TRUE,TRUE
